3.70000004768 1.03000000075 -138.503485089  55.8500658068  35.4952194198  -135.215285076  -151.594293506  22.4933659685  
3.79999995232 1.02000001043 -155.283976005  33.3492806288  33.0243441633  -157.648787752  -134.485295777  59.4610442088  
3.90000009537 1.00999999627 -153.925084246  43.679814015  40.5412391745  -134.000302246  -155.562470992  23.6400671752  
4.0 1.00000000596 -155.942342083  54.7936009895  39.0316393653  -139.228373764  -164.741088241  23.416802344  
4.09999990463 0.990000015646 -162.46603735  34.3482342814  48.9524254406  -147.400919297  -144.375788749  39.6266692005  
4.19999980927 0.980000025332 -165.243283184  28.7816817595  29.7027704989  -153.806851983  -137.36492724  44.2540728726  
4.30000019073 0.969999987334 -165.968087336  45.8981270309  32.1527853484  -152.253837902  -141.040901276  42.3288492883  
4.40000009537 0.95999999702 -160.881725213  42.5568416487  42.084027892  -145.110964896  -140.214899134  30.715470572  
4.5 0.950000006706 -144.942346609  46.0601638192  -2.36478709711  -160.761931785  -135.697312253  51.7062735453  
4.59999990463 0.940000016391 -130.720873461  68.0433668623  -7.54747643428  -175.912242552  -111.785209231  39.6865448997  
4.69999980927 0.930000026077 -143.633886555  53.1453531345  -14.3418691057  179.697082223  -104.011049324  58.088401482  
4.80000019073 0.919999988079 -126.693808412  51.5570797607  -25.871713893  159.070723196  -92.046031347  64.2011870968  
4.90000009537 0.909999997765 -138.362223737  61.372602575  -25.3648818733  172.705070294  -99.5643329839  57.0560015015  
5.0 0.900000007451 -120.157623934  66.5879583043  -15.3526162218  162.188125113  -97.9738702265  49.4423454692  
5.09999990463 0.890000017136 -125.116314002  75.70192555  -21.9302457055  177.874589288  -99.5196033263  51.3749406184  
5.19999980927 0.880000026822 -104.057929547  82.6751869732  -0.934077590471  178.236777317  -104.779059285  29.5159472966  
5.30000019073 0.869999988824 -108.25914526  77.0013851709  3.86167545397  177.893410091  -132.041543592  46.5622641382  
5.40000009537 0.85999999851 -144.195249182  85.7657667991  19.2945074179  -158.641547947  -135.442460039  39.573231442  
5.5 0.850000008196 -124.898303509  89.5527320263  26.4230506569  -149.074214594  -142.668646724  40.0895436319  
5.59999990463 0.840000017881 -125.564758427  87.66527952  34.9031631462  -157.330444399  -150.194847504  47.9957765952  
5.69999980927 0.830000027567 -142.300951163  84.0389314136  48.7205518518  -125.805520888  -145.821684922  37.3433145854  
5.80000019073 0.819999989569 -151.471649209  73.5492886103  44.1276285999  -125.709662632  -127.423304102  65.2873389151  
5.90000009537 0.809999999255 -137.11984031  70.1770883631  55.8219728786  -140.968192085  -142.059235785  45.684057738  
6.0 0.800000008941 -138.331212067  58.9830085474  20.4608321658  -150.64732211  -121.175511234  58.8833455968  
6.09999990463 0.790000018626 -130.648604966  47.018171703  49.4273939698  -140.543917322  -139.603055809  40.4153328494  
6.19999980927 0.780000028312 -148.718527493  41.8659677516  37.3000390945  -154.187366485  -136.030096957  50.926593037  
6.30000019073 0.769999990314 -137.773227492  56.5637819633  16.2839048187  -161.399290894  -125.870570526  35.110108827  
6.40000009537 0.76 -135.695570538  44.9242514673  27.9107685117  -150.238757641  -127.151012556  43.2048030854  
6.5 0.750000009686 -144.142334962  48.4230978235  48.074995173  -154.509499902  -142.231083892  23.3164213174  
6.59999990463 0.740000019372 -145.871191181  19.7518156106  36.4548482643  -166.035588297  -128.81491292  56.0686226233  
6.69999980927 0.730000029057 -141.447625025  44.1966113795  19.8540210755  -152.366319718  -147.334104623  37.8014986141  
6.80000019073 0.719999991059 -145.257540024  23.7708978883  31.7186123335  -162.068669396  -136.857831669  34.8524468853  
6.90000009537 0.710000000745 -149.508697611  46.0800823471  38.6898767219  -141.928457627  -158.594863763  29.530268532  
7.0 0.700000010431 -157.493969041  43.422267401  15.1106813515  -159.871891834  -148.433695274  27.3893689739  
